8.94,17258,208,52064,18976
8.95,17258,208,52080,18960
8.96,17260,206,52112,18928
8.97,17262,204,52128,18912
8.98,17266,200,52136,18904
8.99,17268,198,52168,18872
9,17268,198,52200,18840
9.01,17268,198,52200,18840
9.02,17268,198,52224,18816
9.03,17268,198,52232,18808
9.04,17268,198,52248,18792
9.05,17268,198,52288,18752
9.06,17268,198,52320,18720
9.07,17268,198,52336,18704
9.08,17268,198,52344,18696
9.09,17268,198,52352,18688
9.1,17268,198,52384,18656
9.11,17274,192,52400,18640
9.12,17274,192,52416,18624
9.13,17274,192,52432,18608
9.14,17276,190,52440,18600
9.15,17276,190,52464,18576
9.16,17276,190,52472,18568
9.17,17276,190,52480,18560
9.18,17276,190,52496,18544
9.19,17276,190,52536,18504
9.2,17276,190,52560,18480
9.21,17276,190,52576,18464
9.22,17278,188,52600,18440
9.23,17280,186,52616,18424
9.24,17280,186,52648,18392
9.25,17280,186,52656,18384
9.26,17280,186,52672,18368
9.27,17280,186,52680,18360
9.28,17282,184,52720,18320
9.29,17282,184,52744,18296
9.3,17282,184,52768,18272
9.31,17282,184,52792,18248
9.32,17284,182,52792,18248
9.33,17284,182,52816,18224
9.34,17288,178,52832,18208
9.35,17290,176,52856,18184
9.36,17290,176,52880,18160
9.37,17290,176,52888,18152
9.38,17292,174,52920,18120
9.39,17292,174,52952,18088
9.4,17292,174,52976,18064
9.41,17292,174,52984,18056
9.42,17294,172,53040,18000
9.43,17296,170,53056,17984
9.44,17298,168,53080,17960
9.45,17298,168,53104,17936
9.46,17298,168,53112,17928
9.47,17300,166,53128,17912
9.48,17300,166,53152,17888
9.49,17300,166,53168,17872
9.5,17300,166,53200,17840
9.51,17302,164,53224,17816
9.52,17304,162,53248,17792
9.53,17306,160,53264,17776
9.54,17308,158,53280,17760
9.55,17314,152,53296,17744
9.56,17314,152,53312,17728
9.57,17316,150,53320,17720
9.58,17318,148,53344,17696
9.59,17318,148,53376,17664
9.6,17320,146,53400,17640
9.61,17320,146,53432,17608
9.62,17320,146,53480,17560
9.63,17320,146,53496,17544
9.64,17320,146,53520,17520
9.65,17320,146,53568,17472
9.66,17320,146,53584,17456
9.67,17320,146,53616,17424
9.68,17322,144,53640,17400
9.69,17322,144,53680,17360
9.7,17322,144,53696,17344
9.71,17322,144,53728,17312
9.72,17322,144,53752,17288
9.73,17322,144,53792,17248
9.74,17322,144,53800,17240
9.75,17324,142,53816,17224
9.76,17324,142,53832,17208
9.77,17324,142,53896,17144
9.78,17326,140,53904,17136
9.79,17326,140,53928,17112
9.8,17326,140,53952,17088
9.81,17326,140,53968,17072
9.82,17326,140,53984,17056
9.83,17326,140,54008,17032
9.84,17326,140,54040,17000
9.85,17326,140,54072,16968
9.86,17326,140,54096,16944
9.87,17326,140,54112,16928
9.88,17328,138,54160,16880
9.89,17328,138,54176,16864
9.9,17328,138,54224,16816
9.91,17328,138,54232,16808
9.92,17328,138,54272,16768
9.93,17332,134,54296,16744
9.94,17332,134,54312,16728
9.95,17332,134,54344,16696
9.96,17332,134,54360,16680
9.97,17332,134,54400,16640
9.98,17332,134,54416,16624
9.99,17332,134,54456,16584
10,17334,132,54504,16536
